SettlementGroupID,TradingRole,HedgeFlag,ValueMode,LongMarginRatio,ShortMarginRatio,InstrumentID,ParticipantID,ClientID
SG01,1,1,1,1.000000,1.000000,600066,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600067,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600068,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600069,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600070,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600071,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600072,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600073,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600074,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600075,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600076,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600077,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600078,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600079,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600080,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600081,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600082,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600083,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600084,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600085,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600086,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600088,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600089,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600090,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600091,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600093,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600094,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600095,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600096,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600097,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600098,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600099,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600100,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600101,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600103,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600104,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600105,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600106,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600107,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600108,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600109,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600110,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600111,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600112,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600113,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600114,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600115,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600116,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600117,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600118,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600119,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600120,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600121,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600122,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600123,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600125,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600126,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600127,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600128,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600129,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600130,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600131,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600132,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600133,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600135,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600136,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600137,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600138,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600139,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600141,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600143,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600145,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600146,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600148,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600149,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600150,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600151,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600152,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600153,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600155,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600156,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600157,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600158,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600159,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600160,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600161,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600162,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600163,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600165,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600166,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600167,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600168,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600169,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600170,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600171,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600172,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600173,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600175,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600176,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600177,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600178,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600179,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600180,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600182,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600183,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600184,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600185,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600186,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600187,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600188,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600189,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600190,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600191,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600192,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600193,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600195,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600196,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600197,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600198,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600199,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600200,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600201,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600202,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600203,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600206,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600207,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600208,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600209,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600210,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600211,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600212,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600213,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600215,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600216,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600217,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600218,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600219,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600220,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600221,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600222,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600223,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600225,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600226,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600227,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600228,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600229,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600230,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600231,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600232,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600233,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600234,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600235,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600236,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600237,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600238,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600239,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600240,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600241,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600242,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600243,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600246,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600247,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600248,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600249,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600250,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600251,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600252,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600255,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600256,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600257,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600258,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600259,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600260,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600261,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600262,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600265,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600266,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600267,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600268,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600269,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600270,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600271,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600272,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600273,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600275,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600276,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600277,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600278,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600279,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600280,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600281,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600282,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600283,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600284,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600285,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600287,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600288,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600289,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600290,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600291,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600292,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600293,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600295,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600297,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600298,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600299,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600300,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600301,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600302,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600303,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600305,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600306,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600307,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600308,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600309,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600310,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600311,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600312,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600313,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600315,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600316,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600317,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600318,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600319,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600320,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600321,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600322,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600323,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600325,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600326,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600327,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600328,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600329,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600330,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600331,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600332,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600333,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600335,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600336,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600337,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600338,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600339,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600340,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600343,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600345,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600346,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600348,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600350,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600351,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600352,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600353,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600354,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600355,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600356,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600358,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600359,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600360,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600361,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600362,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600363,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600365,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600366,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600367,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600368,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600369,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600370,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600371,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600372,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600373,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600375,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600376,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600377,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600378,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600379,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600380,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600381,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600382,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600383,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600385,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600386,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600387,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600388,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600389,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600390,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600391,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600392,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600393,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600395,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600396,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600397,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600398,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600399,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600400,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600401,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600403,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600405,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600406,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600408,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600409,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600410,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600415,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600416,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600418,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600419,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600420,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600421,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600422,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600423,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600425,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600426,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600428,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600429,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600432,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600433,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600435,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600436,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600438,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600439,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600444,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600446,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600448,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600449,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600452,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600455,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600456,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600458,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600459,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600460,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600461,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600462,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600463,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600466,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600467,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600468,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600469,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600470,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600475,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600476,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600477,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600478,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600479,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600480,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600481,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600482,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600483,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600485,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600486,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600487,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600488,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600489,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600490,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600491,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600493,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600495,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600496,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600497,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600498,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600499,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600500,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600501,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600502,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600503,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600505,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600506,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600507,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600508,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600509,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600510,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600511,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600512,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600513,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600515,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600516,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600517,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600518,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600519,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600520,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600521,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600522,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600523,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600525,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600526,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600527,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600528,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600529,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600530,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600531,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600532,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600533,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600535,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600536,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600537,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600538,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600539,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600540,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600543,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600545,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600546,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600547,00000000,00000000
SG01,1,1,1,1.000000,1.000000,600548,00000000,00000000
