SettlementGroupID,CreateDate,OpenDate,ExpireDate,StartDelivDate,EndDelivDate,BasisPrice,MaxMarketOrderVolume,MinMarketOrderVolume,MaxLimitOrderVolume,MinLimitOrderVolume,PriceTick,AllowDelivPersonOpen,InstrumentID,InstLifePhase,IsFirstTradingDay
SG01,20021213,20030106,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600030,1,1
SG01,20030618,20030703,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600031,1,1
SG01,20010105,20010209,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600033,1,1
SG01,20040224,20040310,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600035,1,1
SG01,20020322,20020409,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600036,1,1
SG01,20010104,20010208,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600037,1,1
SG01,20001122,20001218,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600038,1,1
SG01,20030310,20030325,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600039,1,1
SG01,20060713,20060731,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600048,1,1
SG01,20020917,20021009,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600050,1,1
SG01,19970331,19970410,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600051,1,1
SG01,19970401,19970415,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600052,1,1
SG01,19970403,19970418,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600053,1,1
SG01,19970417,19970506,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600054,1,1
SG01,19970424,19970519,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600055,1,1
SG01,19970428,19970515,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600056,1,1
SG01,19970513,19970604,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600057,1,1
SG01,19970505,19970528,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600058,1,1
SG01,19970425,19970516,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600059,1,1
SG01,19970324,19970422,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600060,1,1
SG01,19970425,19970519,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600061,1,1
SG01,19970506,19970522,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600062,1,1
SG01,19970512,19970528,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600063,1,1
SG01,19970423,19970506,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600064,1,1
SG01,19970423,19970508,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600066,1,1
SG01,19880201,19970508,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600067,1,1
SG01,19970508,19970526,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600068,1,1
SG01,19970416,19970430,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600069,1,1
SG01,19970514,19970604,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600070,1,1
SG01,19970512,19970528,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600071,1,1
SG01,19970516,19970603,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600072,1,1
SG01,19970616,19970704,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600073,1,1
SG01,19970605,19970623,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600074,1,1
SG01,19970523,19970617,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600075,1,1
SG01,19970506,19970526,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600076,1,1
SG01,19970505,19970520,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600077,1,1
SG01,19970528,19970627,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600078,1,1
SG01,19970522,19970606,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600079,1,1
SG01,19970514,19970612,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600080,1,1
SG01,19970613,19970703,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600081,1,1
SG01,19970606,19970620,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600082,1,1
SG01,19970523,19970606,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600083,1,1
SG01,19970618,19970711,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600084,1,1
SG01,19970529,19970625,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600085,1,1
SG01,19970522,19970606,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600086,1,1
SG01,19970522,19970616,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600088,1,1
SG01,19970604,19970618,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600089,1,1
SG01,19970512,19970616,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600090,1,1
SG01,19970603,19970704,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600091,1,1
SG01,19970610,19970626,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600093,1,1
SG01,19970624,19970703,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600094,1,1
SG01,19970623,19970708,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600095,1,1
SG01,19970618,19970709,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600096,1,1
SG01,19970521,19970619,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600097,1,1
SG01,19970627,19970718,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600098,1,1
SG01,19970617,19970704,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600099,1,1
SG01,19970612,19970627,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600100,1,1
SG01,19880601,19970627,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600101,1,1
SG01,19970618,19970703,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600103,1,1
SG01,19971107,19971125,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600104,1,1
SG01,19970915,19970929,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600105,1,1
SG01,19970603,19970618,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600106,1,1
SG01,19971016,19971106,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600107,1,1
SG01,19970724,19970818,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600108,1,1
SG01,19880720,19970807,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600109,1,1
SG01,19970919,19971007,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600110,1,1
SG01,19970827,19970924,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600111,1,1
SG01,19971031,19971127,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600112,1,1
SG01,19970922,19971021,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600113,1,1
SG01,20040419,20040511,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600114,1,1
SG01,19971024,19971105,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600115,1,1
SG01,19970723,19970804,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600116,1,1
SG01,19970923,19971015,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600117,1,1
SG01,19970722,19970908,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600118,1,1
SG01,19971120,19980115,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600119,1,1
SG01,19971112,19971201,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600120,1,1
SG01,19971028,19980107,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600121,1,1
SG01,19980327,19980420,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600122,1,1
SG01,19981112,19981217,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600123,1,1
SG01,19980416,19980511,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600125,1,1
SG01,19980212,19980311,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600126,1,1
SG01,19980408,19980506,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600127,1,1
SG01,19970815,19970901,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600128,1,1
SG01,19971022,19971118,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600129,1,1
SG01,20000609,20000706,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600130,1,1
SG01,19980311,19980402,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600131,1,1
SG01,19971010,19971030,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600132,1,1
SG01,19980108,19980212,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600133,1,1
SG01,19971226,19980122,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600135,1,1
SG01,19980218,19980303,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600136,1,1
SG01,19881201,19980416,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600137,1,1
SG01,19971114,19971203,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600138,1,1
SG01,19881201,19980225,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600139,1,1
SG01,19990513,19990616,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600141,1,1
SG01,20040608,20040623,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600143,1,1
SG01,19990804,19990923,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600145,1,1
SG01,19990614,19990707,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600146,1,1
SG01,19980416,19980520,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600148,1,1
SG01,19990804,19991014,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600149,1,1
SG01,19980420,19980520,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600150,1,1
SG01,19980507,19980605,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600151,1,1
SG01,19980525,19980609,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600152,1,1
SG01,19980525,19980616,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600153,1,1
SG01,19980629,19980918,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600155,1,1
SG01,19980427,19980527,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600156,1,1
SG01,19881110,19980513,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600157,1,1
SG01,19980225,19980327,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600158,1,1
SG01,19980421,19980526,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600159,1,1
SG01,19980601,19980626,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600160,1,1
SG01,19980518,19980616,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600161,1,1
SG01,19980518,19980609,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600162,1,1
SG01,19980504,19980602,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600163,1,1
SG01,19980427,19980529,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600165,1,1
SG01,19980511,19980602,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600166,1,1
SG01,19981223,19990128,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600167,1,1
SG01,19980402,19980427,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600168,1,1
SG01,19980622,19980904,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600169,1,1
SG01,19980601,19980623,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600170,1,1
SG01,19980814,19980924,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600171,1,1
SG01,19981019,19981126,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600172,1,1
SG01,19990318,19990415,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600173,1,1
SG01,19990323,19990408,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600175,1,1
SG01,19990305,19990422,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600176,1,1
SG01,19981012,19981119,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600177,1,1
SG01,19980910,19981014,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600178,1,1
SG01,19980922,19981104,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600179,1,1
SG01,19980608,19980703,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600180,1,1
SG01,19990412,19990507,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600182,1,1
SG01,19980916,19981028,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600183,1,1
SG01,20031022,20031106,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600184,1,1
SG01,19990526,19990611,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600185,1,1
SG01,19980615,19980825,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600186,1,1
SG01,19981005,19981111,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600187,1,1
SG01,19980608,19980701,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600188,1,1
SG01,19980903,19981007,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600189,1,1
SG01,19990507,19990609,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600190,1,1
SG01,19981102,19981210,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600191,1,1
SG01,19981124,19981224,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600192,1,1
SG01,19990405,19990527,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600193,1,1
SG01,19981118,19990107,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600195,1,1
SG01,19980625,19980807,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600196,1,1
SG01,19990729,19990916,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600197,1,1
SG01,19980807,19981021,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600198,1,1
SG01,19980629,19980812,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600199,1,1
SG01,19990311,19990401,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600200,1,1
SG01,19981202,19990115,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600201,1,1
SG01,19990426,19990603,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600202,1,1
SG01,19990419,19990514,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600203,1,1
SG01,19990121,19990319,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600206,1,1
SG01,19990621,19990714,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600207,1,1
SG01,19990602,19990623,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600208,1,1
SG01,19990203,19990325,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600209,1,1
SG01,19990709,19990824,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600210,1,1
SG01,19990701,19990721,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600211,1,1
SG01,19990708,19990817,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600212,1,1
SG01,19990722,19990831,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600213,1,1
SG01,19990728,19990909,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600215,1,1
SG01,19990811,19991021,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600216,1,1
SG01,19990908,19991216,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600217,1,1
SG01,19981026,19981203,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600218,1,1
SG01,19990910,19991223,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600219,1,1
SG01,19990827,19990927,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600220,1,1
SG01,19991011,19991125,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600221,1,1
SG01,19990813,19991105,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600222,1,1
SG01,19990913,20000113,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600223,1,1
SG01,19991018,20000127,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600225,1,1
SG01,19990820,19991116,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600226,1,1
SG01,19991213,20000221,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600227,1,1
SG01,19981217,19990119,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600228,1,1
SG01,20000217,20000309,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600229,1,1
SG01,20000317,20000406,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600230,1,1
SG01,20000407,20000511,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600231,1,1
SG01,20000414,20000602,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600232,1,1
SG01,20000424,20000608,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600233,1,1
SG01,20000508,20000615,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600234,1,1
SG01,20000510,20000615,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600235,1,1
SG01,20000307,20000323,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600236,1,1
SG01,20000512,20000609,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600237,1,1
SG01,19990920,20000120,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600238,1,1
SG01,19990901,19991202,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600239,1,1
SG01,20000516,20000628,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600240,1,1
SG01,20001106,20001128,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600241,1,1
SG01,20001121,20001207,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600242,1,1
SG01,20001103,20001120,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600243,1,1
SG01,20000904,20000922,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600246,1,1
SG01,20001031,20001123,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600247,1,1
SG01,20000519,20000622,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600248,1,1
SG01,20040102,20040130,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600249,1,1
SG01,20010205,20010306,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600250,1,1
SG01,20030526,20030609,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600251,1,1
SG01,20001027,20001130,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600252,1,1
SG01,20001026,20001122,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600255,1,1
SG01,20000421,20000526,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600256,1,1
SG01,20000515,20000612,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600257,1,1
SG01,20000508,20000601,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600258,1,1
SG01,20000417,20000525,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600259,1,1
SG01,20000612,20000706,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600260,1,1
SG01,20000630,20000720,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600261,1,1
SG01,20000609,20000630,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600262,1,1
SG01,20000722,20000825,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600265,1,1
SG01,19981209,19990203,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600266,1,1
SG01,20000705,20000725,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600267,1,1
SG01,19990825,19991118,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600268,1,1
SG01,20000417,20000518,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600269,1,1
SG01,20001130,20001228,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600270,1,1
SG01,20030626,20030711,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600271,1,1
SG01,20010110,20010228,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600272,1,1
SG01,20030612,20030627,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600273,1,1
SG01,20000728,20000810,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600275,1,1
SG01,20000907,20001018,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600276,1,1
SG01,20000704,20000725,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600277,1,1
SG01,20000616,20000712,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600278,1,1
SG01,20000714,20000731,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600279,1,1
SG01,20000906,20000926,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600280,1,1
SG01,20000925,20001109,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600281,1,1
SG01,20000901,20000919,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600282,1,1
SG01,20000915,20001018,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600283,1,1
SG01,20040301,20040316,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600284,1,1
SG01,20000914,20001018,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600285,1,1
SG01,20000814,20000901,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600287,1,1
SG01,20001103,20001129,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600288,1,1
SG01,20000324,20000720,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600289,1,1
SG01,20001016,20001106,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600290,1,1
SG01,20000713,20000731,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600291,1,1
SG01,20001013,20001101,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600292,1,1
SG01,20000828,20000919,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600293,1,1
SG01,20010322,20010426,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600295,1,1
SG01,20001012,20001116,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600297,1,1
SG01,20000803,20000818,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600298,1,1
SG01,20000331,20000420,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600299,1,1
SG01,20000529,20000630,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600300,1,1
SG01,20000616,20000712,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600301,1,1
SG01,20001123,20001213,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600302,1,1
SG01,20001211,20001226,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600303,1,1
SG01,20010105,20010206,99991219,99991219,99991219,0.000,1000000,100,1000000,100,0.010,0,600305,1,1
