SettlementGroupID,ProductID,ProductGroupID,UnderlyingInstrID,ProductClass,PositionType,StrikePrice,OptionsType,VolumeMultiple,UnderlyingMultiple,InstrumentID,InstrumentName,DeliveryYear,DeliveryMonth,AdvanceMonth,IsTrading
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600108,亚盛集团,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600109,国金证券,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600110,诺德股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600111,北方稀土,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600112,*ST 天成,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600113,浙江东日,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600114,东睦股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600115,东方航空,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600116,三峡水利,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600117,西宁特钢,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600118,中国卫星,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600119,长江投资,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600120,浙江东方,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600121,*ST 郑煤,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600122,宏图高科,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600123,兰花科创,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600125,铁龙物流,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600126,杭钢股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600127,金健米业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600128,弘业股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600129,太极集团,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600130,波导股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600131,岷江水电,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600132,重庆啤酒,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600133,东湖高新,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600135,乐凯胶片,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600136,当代明诚,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600137,浪莎股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600138,中 青 旅,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600139,西部资源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600141,兴发集团,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600143,金发科技,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600145,*ST 新亿,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600146,商赢环球,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600148,长春一东,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600149,*ST 坊展,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600150,中国船舶,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600151,航天机电,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600152,维科精华,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600153,建发股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600155,宝硕股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600156,华升股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600157,永泰能源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600158,中体产业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600159,大龙地产,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600160,巨化股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600161,天坛生物,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600162,香江控股,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600163,中闽能源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600165,新日恒力,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600166,福田汽车,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600167,联美控股,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600168,武汉控股,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600169,太原重工,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600170,上海建工,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600171,上海贝岭,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600172,黄河旋风,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600173,卧龙地产,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600175,美都能源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600176,中国巨石,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600177,雅 戈 尔,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600178,东安动力,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600179,安通控股,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600180,瑞 茂 通,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600182,S 佳  通,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600183,生益科技,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600184,光电股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600185,格力地产,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600186,莲花健康,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600187,国中水务,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600188,兖州煤业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600189,吉林森工,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600190,锦 州 港,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600191,华资实业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600192,长城电工,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600193,创兴资源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600195,中牧股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600196,复星医药,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600197,伊 力 特,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600198,大唐电信,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600199,金种子酒,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600200,江苏吴中,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600201,生物股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600202,哈 空 调,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600203,福日电子,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600206,有研新材,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600207,安彩高科,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600208,新湖中宝,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600209,罗顿发展,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600210,紫江企业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600211,西藏药业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600212,江泉实业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600213,亚星客车,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600215,长春经开,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600216,浙江医药,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600217,中再资环,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600218,全柴动力,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600219,南山铝业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600220,江苏阳光,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600221,海航控股,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600222,太龙药业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600223,鲁商置业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600225,*ST 松江,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600226,瀚叶股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600227,赤 天 化,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600228,*ST 昌九,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600229,城市传媒,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600230,沧州大化,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600231,凌钢股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600232,金鹰股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600233,圆通速递,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600234,ST 山水,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600235,民丰特纸,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600236,桂冠电力,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600237,铜峰电子,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600238,海南椰岛,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600239,云南城投,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600240,华业资本,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600241,时代万恒,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600242,中昌数据,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600243,青海华鼎,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600246,万通地产,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600247,ST 成 城,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600248,延长化建,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600249,两 面 针,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600250,南纺股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600251,冠农股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600252,中恒集团,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600255,梦舟股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600256,广汇能源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600257,大湖股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600258,首旅酒店,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600259,广晟有色,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600260,凯乐科技,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600261,阳光照明,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600262,北方股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600265,ST 景 谷,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600266,北京城建,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600267,海正药业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600268,国电南自,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600269,赣粤高速,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600270,外运发展,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600271,航天信息,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600272,开开实业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600273,嘉化能源,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600275,*ST 昌鱼,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600276,恒瑞医药,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600277,亿利洁能,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600278,东方创业,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600279,重庆港九,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600280,中央商场,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600281,太化股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600282,南钢股份,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600283,钱江水利,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600284,浦东建设,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600285,羚锐制药,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600287,江苏舜天,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600288,大恒科技,2099,12,012,1
SG01,ZQ_SH,ZQ,ZQ_SH,4,2,,0,1,1.000,600289,ST 信 通,2099,12,012,1
