SettlementGroupID,TradingSegmentSN,TradingSegmentName,StartTime,InstrumentStatus,InstrumentID
SG02,4,集合竞价撮合,09:14:00,5,000055
SG02,5,非交易,09:15:00,1,000055
SG02,6,连续交易,09:15:00,2,000055
SG02,7,非交易,11:30:00,1,000055
SG02,8,连续交易,13:00:00,2,000055
SG02,9,非交易,15:15:00,1,000055
SG02,10,收盘,15:15:00,6,000055
SG02,1,开盘前,06:00:00,0,000056
SG02,2,非交易,09:10:00,1,000056
SG02,3,集合竞价报单,09:10:00,3,000056
SG02,4,集合竞价撮合,09:14:00,5,000056
SG02,5,非交易,09:15:00,1,000056
SG02,6,连续交易,09:15:00,2,000056
SG02,7,非交易,11:30:00,1,000056
SG02,8,连续交易,13:00:00,2,000056
SG02,9,非交易,15:15:00,1,000056
SG02,10,收盘,15:15:00,6,000056
SG02,1,开盘前,06:00:00,0,000058
SG02,2,非交易,09:10:00,1,000058
SG02,3,集合竞价报单,09:10:00,3,000058
SG02,4,集合竞价撮合,09:14:00,5,000058
SG02,5,非交易,09:15:00,1,000058
SG02,6,连续交易,09:15:00,2,000058
SG02,7,非交易,11:30:00,1,000058
SG02,8,连续交易,13:00:00,2,000058
SG02,9,非交易,15:15:00,1,000058
SG02,10,收盘,15:15:00,6,000058
SG02,1,开盘前,06:00:00,0,000059
SG02,2,非交易,09:10:00,1,000059
SG02,3,集合竞价报单,09:10:00,3,000059
SG02,4,集合竞价撮合,09:14:00,5,000059
SG02,5,非交易,09:15:00,1,000059
SG02,6,连续交易,09:15:00,2,000059
SG02,7,非交易,11:30:00,1,000059
SG02,8,连续交易,13:00:00,2,000059
SG02,9,非交易,15:15:00,1,000059
SG02,10,收盘,15:15:00,6,000059
SG02,1,开盘前,06:00:00,0,000060
SG02,2,非交易,09:10:00,1,000060
SG02,3,集合竞价报单,09:10:00,3,000060
SG02,4,集合竞价撮合,09:14:00,5,000060
SG02,5,非交易,09:15:00,1,000060
SG02,6,连续交易,09:15:00,2,000060
SG02,7,非交易,11:30:00,1,000060
SG02,8,连续交易,13:00:00,2,000060
SG02,9,非交易,15:15:00,1,000060
SG02,10,收盘,15:15:00,6,000060
SG02,1,开盘前,06:00:00,0,000061
SG02,2,非交易,09:10:00,1,000061
SG02,3,集合竞价报单,09:10:00,3,000061
SG02,4,集合竞价撮合,09:14:00,5,000061
SG02,5,非交易,09:15:00,1,000061
SG02,6,连续交易,09:15:00,2,000061
SG02,7,非交易,11:30:00,1,000061
SG02,8,连续交易,13:00:00,2,000061
SG02,9,非交易,15:15:00,1,000061
SG02,10,收盘,15:15:00,6,000061
SG02,1,开盘前,06:00:00,0,000062
SG02,2,非交易,09:10:00,1,000062
SG02,3,集合竞价报单,09:10:00,3,000062
SG02,4,集合竞价撮合,09:14:00,5,000062
SG02,5,非交易,09:15:00,1,000062
SG02,6,连续交易,09:15:00,2,000062
SG02,7,非交易,11:30:00,1,000062
SG02,8,连续交易,13:00:00,2,000062
SG02,9,非交易,15:15:00,1,000062
SG02,10,收盘,15:15:00,6,000062
SG02,1,开盘前,06:00:00,0,000063
SG02,2,非交易,09:10:00,1,000063
SG02,3,集合竞价报单,09:10:00,3,000063
SG02,4,集合竞价撮合,09:14:00,5,000063
SG02,5,非交易,09:15:00,1,000063
SG02,6,连续交易,09:15:00,2,000063
SG02,7,非交易,11:30:00,1,000063
SG02,8,连续交易,13:00:00,2,000063
SG02,9,非交易,15:15:00,1,000063
SG02,10,收盘,15:15:00,6,000063
SG02,1,开盘前,06:00:00,0,000065
SG02,2,非交易,09:10:00,1,000065
SG02,3,集合竞价报单,09:10:00,3,000065
SG02,4,集合竞价撮合,09:14:00,5,000065
SG02,5,非交易,09:15:00,1,000065
SG02,6,连续交易,09:15:00,2,000065
SG02,7,非交易,11:30:00,1,000065
SG02,8,连续交易,13:00:00,2,000065
SG02,9,非交易,15:15:00,1,000065
SG02,10,收盘,15:15:00,6,000065
SG02,1,开盘前,06:00:00,0,000066
SG02,2,非交易,09:10:00,1,000066
SG02,3,集合竞价报单,09:10:00,3,000066
SG02,4,集合竞价撮合,09:14:00,5,000066
SG02,5,非交易,09:15:00,1,000066
SG02,6,连续交易,09:15:00,2,000066
SG02,7,非交易,11:30:00,1,000066
SG02,8,连续交易,13:00:00,2,000066
SG02,9,非交易,15:15:00,1,000066
SG02,10,收盘,15:15:00,6,000066
SG02,1,开盘前,06:00:00,0,000068
SG02,2,非交易,09:10:00,1,000068
SG02,3,集合竞价报单,09:10:00,3,000068
SG02,4,集合竞价撮合,09:14:00,5,000068
SG02,5,非交易,09:15:00,1,000068
SG02,6,连续交易,09:15:00,2,000068
SG02,7,非交易,11:30:00,1,000068
SG02,8,连续交易,13:00:00,2,000068
SG02,9,非交易,15:15:00,1,000068
SG02,10,收盘,15:15:00,6,000068
SG02,1,开盘前,06:00:00,0,000069
SG02,2,非交易,09:10:00,1,000069
SG02,3,集合竞价报单,09:10:00,3,000069
SG02,4,集合竞价撮合,09:14:00,5,000069
SG02,5,非交易,09:15:00,1,000069
SG02,6,连续交易,09:15:00,2,000069
SG02,7,非交易,11:30:00,1,000069
SG02,8,连续交易,13:00:00,2,000069
SG02,9,非交易,15:15:00,1,000069
SG02,10,收盘,15:15:00,6,000069
SG02,1,开盘前,06:00:00,0,000070
SG02,2,非交易,09:10:00,1,000070
SG02,3,集合竞价报单,09:10:00,3,000070
SG02,4,集合竞价撮合,09:14:00,5,000070
SG02,5,非交易,09:15:00,1,000070
SG02,6,连续交易,09:15:00,2,000070
SG02,7,非交易,11:30:00,1,000070
SG02,8,连续交易,13:00:00,2,000070
SG02,9,非交易,15:15:00,1,000070
SG02,10,收盘,15:15:00,6,000070
SG02,1,开盘前,06:00:00,0,000078
SG02,2,非交易,09:10:00,1,000078
SG02,3,集合竞价报单,09:10:00,3,000078
SG02,4,集合竞价撮合,09:14:00,5,000078
SG02,5,非交易,09:15:00,1,000078
SG02,6,连续交易,09:15:00,2,000078
SG02,7,非交易,11:30:00,1,000078
SG02,8,连续交易,13:00:00,2,000078
SG02,9,非交易,15:15:00,1,000078
SG02,10,收盘,15:15:00,6,000078
SG02,1,开盘前,06:00:00,0,000088
SG02,2,非交易,09:10:00,1,000088
SG02,3,集合竞价报单,09:10:00,3,000088
SG02,4,集合竞价撮合,09:14:00,5,000088
SG02,5,非交易,09:15:00,1,000088
SG02,6,连续交易,09:15:00,2,000088
SG02,7,非交易,11:30:00,1,000088
SG02,8,连续交易,13:00:00,2,000088
SG02,9,非交易,15:15:00,1,000088
SG02,10,收盘,15:15:00,6,000088
SG02,1,开盘前,06:00:00,0,000089
SG02,2,非交易,09:10:00,1,000089
SG02,3,集合竞价报单,09:10:00,3,000089
SG02,4,集合竞价撮合,09:14:00,5,000089
SG02,5,非交易,09:15:00,1,000089
SG02,6,连续交易,09:15:00,2,000089
SG02,7,非交易,11:30:00,1,000089
SG02,8,连续交易,13:00:00,2,000089
SG02,9,非交易,15:15:00,1,000089
SG02,10,收盘,15:15:00,6,000089
SG02,1,开盘前,06:00:00,0,000090
SG02,2,非交易,09:10:00,1,000090
SG02,3,集合竞价报单,09:10:00,3,000090
SG02,4,集合竞价撮合,09:14:00,5,000090
SG02,5,非交易,09:15:00,1,000090
SG02,6,连续交易,09:15:00,2,000090
SG02,7,非交易,11:30:00,1,000090
SG02,8,连续交易,13:00:00,2,000090
SG02,9,非交易,15:15:00,1,000090
SG02,10,收盘,15:15:00,6,000090
SG02,1,开盘前,06:00:00,0,000096
SG02,2,非交易,09:10:00,1,000096
SG02,3,集合竞价报单,09:10:00,3,000096
SG02,4,集合竞价撮合,09:14:00,5,000096
SG02,5,非交易,09:15:00,1,000096
SG02,6,连续交易,09:15:00,2,000096
SG02,7,非交易,11:30:00,1,000096
SG02,8,连续交易,13:00:00,2,000096
SG02,9,非交易,15:15:00,1,000096
SG02,10,收盘,15:15:00,6,000096
SG02,1,开盘前,06:00:00,0,000099
SG02,2,非交易,09:10:00,1,000099
SG02,3,集合竞价报单,09:10:00,3,000099
SG02,4,集合竞价撮合,09:14:00,5,000099
SG02,5,非交易,09:15:00,1,000099
SG02,6,连续交易,09:15:00,2,000099
SG02,7,非交易,11:30:00,1,000099
SG02,8,连续交易,13:00:00,2,000099
SG02,9,非交易,15:15:00,1,000099
SG02,10,收盘,15:15:00,6,000099
SG02,1,开盘前,06:00:00,0,000100
SG02,2,非交易,09:10:00,1,000100
SG02,3,集合竞价报单,09:10:00,3,000100
SG02,4,集合竞价撮合,09:14:00,5,000100
SG02,5,非交易,09:15:00,1,000100
SG02,6,连续交易,09:15:00,2,000100
SG02,7,非交易,11:30:00,1,000100
SG02,8,连续交易,13:00:00,2,000100
SG02,9,非交易,15:15:00,1,000100
SG02,10,收盘,15:15:00,6,000100
SG02,1,开盘前,06:00:00,0,000150
SG02,2,非交易,09:10:00,1,000150
SG02,3,集合竞价报单,09:10:00,3,000150
SG02,4,集合竞价撮合,09:14:00,5,000150
SG02,5,非交易,09:15:00,1,000150
SG02,6,连续交易,09:15:00,2,000150
